respondent_id,Base pay|10%,Base pay|20%,Health care|Enhanced,Internal job market|Enhanced,Learning|40,Learning|60+Mentor,Manager effectiveness|Enhanced
sim_0001,0.4718274410725945,0.367890577054931,-0.2309956203390205,1.681277448713398,0.6405887659144305,2.3554771767746163,1.929150964680878
sim_0002,-1.2880541793273999,0.11604267363853382,0.15972225049445868,0.3432700146475106,0.8966636913044487,1.7558113807673918,0.10920679162268287
sim_0003,-0.6228423284130263,-0.07614382828208643,-0.8520147335455001,0.5705038699451652,0.48553422743691343,0.05688518799944875,0.682235397599853
sim_0004,0.8401230865738771,0.43397461974747054,-0.7271420597677516,1.627466425445438,0.4219271898796091,0.11598838431966224,1.1430130341251745
sim_0005,-0.8417390405907101,0.6639563878680569,0.15033506242588318,1.1376324158559048,-0.05697088872604747,0.20275564673492263,2.4524433580072866
sim_0006,0.25962611226601556,0.37821873587782445,0.17889924742767824,1.4557348187258234,0.850925403372006,1.9375504482205097,1.4248047561907096
sim_0007,0.26502148189344943,0.02440039326284734,-0.025050386873515202,0.1331833670647394,0.8477153015465554,-0.2054984334157351,-1.2995031881623114
sim_0008,-0.05920739401161365,0.5417047937980238,-0.45280407317111815,2.6360962854014556,1.010968057739989,1.8055430806869235,2.4709530829093516
sim_0009,-0.4048609586296099,0.10697207513159138,-0.1908934425108637,1.173636342907984,-0.12012628831897976,0.4080228986143006,1.94340763505808
sim_0010,-0.40380968014942914,0.7903410569880226,0.1726051808756804,1.9080918869358525,-0.046645054527738636,1.704000508254935,1.1343186981553348
sim_0011,0.6996198063490794,0.04332339806293921,-0.7790478260025903,1.766978498402759,-0.17392346483544652,0.4187151209095341,1.4294364681891194
sim_0012,-0.11396597544341719,-0.39240648524134936,-0.3740397818697077,1.1824583247979858,-0.3336878425463375,0.5105063915782524,1.5675449877832774
sim_0013,-0.0363836569320759,-0.04657699898163162,-0.3730747876234661,-0.43264455547736036,-0.5241373107620775,-0.14451738746324844,0.8304799166067656
sim_0014,-0.17665252290449251,-0.12746762255037208,-0.6203752108100483,0.3989357659239814,-0.5750569420394656,0.9683221331766243,2.162479770726925
sim_0015,0.25612251450798385,0.3889926694822031,0.16116254059508334,0.011405577851003032,0.5025556920767855,0.11061387094553463,0.3008515705589131
sim_0016,-1.1165369253385067,0.3476418944593429,0.8939579681979793,0.2115855415127359,0.5235191317586649,0.6004280039096719,-0.2720584369925185
sim_0017,0.4705386522638409,0.3970181472624564,-0.1612154914993813,1.2881162856600472,0.9005727721071628,0.3324717551152969,1.6395390457718753
sim_0018,0.27422913101212265,0.39290035462906125,-0.5605525134303405,2.0749412991475724,0.1031855345965705,0.6963831361591363,1.2432030487625148
sim_0019,0.46719964110472223,0.5444879488803797,0.22540034070203188,-0.0657238107670286,0.6110926522403638,1.074647087506316,-0.2854277265357969
sim_0020,0.739118199868743,0.6307935235185544,0.716731229893676,0.4719781222757955,0.3811540507365805,1.2552098040598625,3.7560507853577594
sim_0021,-0.2601251042490016,0.7460767788294894,0.5149165804895475,0.7294643745211461,0.4547741296360944,0.9796322611226501,0.7144547011307427
sim_0022,0.11235871411318407,-0.13325153664809639,0.5928911308942802,0.7038239505445366,-0.024369617092501544,0.3084107463491804,-0.9942450844984834
sim_0023,0.045874724307366777,0.22922938521908703,-0.10293049373511537,-0.45758932250911233,0.522772412774271,1.5269692339741812,1.9321994420704707
sim_0024,-0.7411219747767754,-0.43423955261086344,-0.8109657984134699,1.2352969196404715,-0.22792842644218114,0.6675813266391442,0.7831073738399986
sim_0025,-0.12204096987107488,0.8132275664059679,0.9643224758323029,-0.01883459158466194,0.023182448104037662,0.888171225998127,1.410695432244903
sim_0026,-0.3278645297777558,0.3464639004560329,0.5335388188235424,0.9827239248104742,-0.3936536509975931,-0.1050277969966753,0.5063222668726725
sim_0027,-0.1800110338706133,0.27764791787969056,0.46180581704482376,0.6341424867874838,-0.3015629510625657,-0.35959283943142767,0.7278601735553761
sim_0028,-1.2209140165253927,0.2709946895064414,0.08714632010285765,-0.7083419880770576,-0.3825656025180949,0.17960431679389452,-0.6782147388298442
sim_0029,-0.4313814217355325,-0.4831510406715441,0.7583692422610019,-0.8345125347290371,-0.8769940619797199,1.295675937441487,-0.5589258773924455
sim_0030,-0.48759097051774924,0.16712407204796725,-0.5709572410872569,1.1225412203432579,-0.03697117601526092,1.3383475728991097,1.387456073355688
sim_0031,-0.7514770647311443,1.71680541063813,1.8846059292806334,2.11273689335797,-0.14329088867679537,0.2826763008607615,1.8027841708334336
sim_0032,0.7300572155607018,-0.2527868150034675,-1.0028653213667251,-0.8427830623229664,-0.28633245941000657,-0.17559060258261083,0.14313218520617293
sim_0033,0.7064492205489084,0.44376560817552524,0.25432130590082846,1.2997637679965737,1.1708674884762331,0.34651496750849686,1.5660386440611287
